ElementId,Category,FamilyAndType,Mark,LocationType,FacingAngle_deg,Model_X_ft,Model_Y_ft,Model_Z_ft,Tag_U_ft,Tag_V_ft,ViewLocal_U_ft,ViewLocal_V_ft,BBox_Min_X,BBox_Min_Y,BBox_Max_X,BBox_Max_Y
567887,Railings,SH_1100mm,,BBoxCenter,,38.3189,1.4835,11.2418,38.3189,1.4835,38.3189,1.4835,38.2368,-6.3003,38.4009,9.2673
665557,Stairs,Stair,,BBoxCenter,,40.4621,-0.6614,4.9213,40.4621,-0.6614,40.4621,-0.6614,38.0674,-10.5039,42.8569,9.1811
665711,Railings,SH_1100mm,,BBoxCenter,,38.5630,-0.6760,6.7922,38.5630,-0.6760,38.5630,-0.6760,38.0264,-6.4670,39.0997,5.1150
706288,Windows,Standard,93,Point,180.0000,-0.6170,-10.8353,9.8425,-0.6170,-10.8353,-0.6170,-10.8353,-3.2319,-11.9849,1.9978,-5.5827
707722,Walls,SH_Curtain wall,,CurveMidpt,,43.0674,7.0830,0.0000,43.0674,7.0830,43.0674,7.0830,41.4269,4.6536,44.7078,9.5125
708088,Walls,SH_Curtain wall,,CurveMidpt,,43.0674,-8.4058,9.8425,43.0674,-8.4058,43.0674,-8.4058,41.4269,-10.8353,44.7078,-5.9764
709245,Walls,SH_Curtain wall,,CurveMidpt,,37.7524,-10.7172,9.8425,37.7524,-10.7172,37.7524,-10.7172,32.8147,-12.3576,42.6901,-9.0768
709246,Doors,Entrance door,201B,BBoxCenter,,35.6395,-12.0951,14.2060,35.6395,-12.0951,35.6395,-12.0951,33.2773,-14.4573,38.0017,-9.7329
725045,Stairs,Stair,,BBoxCenter,,33.0116,-15.6138,9.0223,33.0116,-15.6138,33.0116,-15.6138,23.1691,-20.3464,42.8541,-10.8812
768442,Walls,Interior - Partition,,CurveMidpt,,18.2478,-3.7585,9.8425,18.2478,-3.7585,18.2478,-3.7585,13.5234,-3.9554,23.1363,-3.5617
857191,Rooms,Master Bedroom 206,,Point,,-9.1367,-1.9528,9.8425,-9.1367,-1.9528,-9.1367,-1.9528,-16.0370,-10.8353,3.4840,9.5125
857192,Room Tags,Room Tag With Area,,Point,,-10.0306,3.4822,0.0000,-10.0306,3.4822,-10.0306,3.4822,-15.2520,0.1634,-4.8780,6.8307
857194,Rooms,Master Bath 207,,Point,,0.0000,-6.0646,9.8425,0.0000,-6.0646,0.0000,-6.0646,-4.5212,-10.8353,3.4840,0.1260
857195,Room Tags,Room Tag,,Point,,-0.4291,-7.9954,0.0000,-0.4291,-7.9954,-0.4291,-7.9954,-4.2397,-8.9797,3.3128,-4.6469
857197,Rooms,Bedroom 204,,Point,,8.2972,-4.1165,9.8425,8.2972,-4.1165,8.2972,-4.1165,3.4840,-10.8353,14.7823,4.4567
857198,Room Tags,Room Tag With Area,,Point,,8.2972,-4.1165,0.0000,8.2972,-4.1165,8.2972,-4.1165,5.3987,-7.4353,11.1303,-0.7680
857200,Rooms,Bath 203,,Point,,18.9878,-7.5670,9.8425,18.9878,-7.5670,18.9878,-7.5670,14.7823,-10.8353,22.9722,-4.8084
857201,Room Tags,Room Tag,,Point,,19.4243,-10.7758,0.0000,19.4243,-10.7758,19.4243,-10.7758,17.9366,-11.7601,20.8467,-7.4273
857203,Rooms,Bath 205,,Point,,18.4294,-0.7438,9.8425,18.4294,-0.7438,18.4294,-0.7438,13.5234,-3.7585,21.7088,2.1339
857204,Room Tags,Room Tag,,Point,,17.2283,-3.1825,0.0000,17.2283,-3.1825,17.2283,-3.1825,15.7405,-4.1668,18.6506,0.1660
857206,Rooms,Bedroom 202,,Point,,28.8013,-3.9009,9.8425,28.8013,-3.9009,28.8013,-3.9009,21.7088,-10.8353,32.8147,4.4567
857207,Room Tags,Room Tag With Area,,Point,,28.8013,-3.9009,0.0000,28.8013,-3.9009,28.8013,-3.9009,25.9027,-7.2196,31.6343,-0.5524
857209,Rooms,Entry Hall 201,,Point,,28.8013,5.7225,9.8425,28.8013,5.7225,28.8013,5.7225,3.4840,-10.7172,42.7393,9.5125
857210,Room Tags,Room Tag With Area,,Point,,36.6185,5.2487,0.0000,36.6185,5.2487,36.6185,5.2487,33.5674,1.9299,39.6009,8.5972
931377,Railings,SH_1100mm,,BBoxCenter,,38.8515,24.5273,11.2418,38.8515,24.5273,38.8515,24.5273,38.7695,10.0587,38.9335,38.9958
931569,Railings,SH_1100mm,,BBoxCenter,,32.1586,24.5273,11.2418,32.1586,24.5273,32.1586,24.5273,32.0765,10.0587,32.2406,38.9958
931630,Railings,SH_1100mm,,BBoxCenter,,-21.1223,-0.6614,11.2418,-21.1223,-0.6614,-21.1223,-0.6614,-21.2043,-9.9839,-21.0403,8.6611
932401,Railings,SH_1100mm,,BBoxCenter,,23.2818,-16.2437,10.9684,23.2818,-16.2437,23.2818,-16.2437,23.1281,-21.3617,23.4356,-11.1256
932862,Railings,SH_1100mm,,BBoxCenter,,42.8131,-14.2802,11.2418,42.8131,-14.2802,42.8131,-14.2802,42.7311,-17.4347,42.8951,-11.1256
933811,Railings,SH_1100mm,,BBoxCenter,,42.7413,-16.2514,10.9684,42.7413,-16.2514,42.7413,-16.2514,42.5875,-21.3771,42.8951,-11.1256
933840,Railings,SH_1100mm,,BBoxCenter,,33.0149,-33.1786,9.7654,33.0149,-33.1786,33.0149,-33.1786,23.1264,-45.0348,42.9033,-21.3225
937935,Walls,Interior - Partition,,CurveMidpt,,14.7823,-7.8218,9.8425,14.7823,-7.8218,14.7823,-7.8218,14.5855,-10.8353,14.9792,-4.8084
938974,Walls,Interior - Partition,,CurveMidpt,,21.7088,0.3491,9.8425,21.7088,0.3491,21.7088,0.3491,21.5119,-3.7585,21.9056,4.4567
939084,Walls,Interior - Partition,,CurveMidpt,,17.6161,2.1339,9.8425,17.6161,2.1339,17.6161,2.1339,13.5234,1.9370,21.7088,2.3307
939962,Doors,2.027 x 0.945,208B,Point,180.0000,21.1838,4.4567,9.8425,21.1838,4.4567,21.1838,4.4567,18.0834,3.5621,24.2842,4.6536
940221,Doors,2.027 x 0.945,208A,Point,360.0000,14.0483,4.4567,9.8425,14.0483,4.4567,14.0483,4.4567,10.9479,3.5621,17.1487,4.6536
940325,Rooms,Linen 208,,Point,,17.7104,3.1237,9.8425,17.7104,3.1237,17.7104,3.1237,13.5234,2.1339,21.7088,4.4567
940326,Room Tags,Room Tag,,Point,,17.7104,3.1237,13.7795,17.7104,3.1237,17.7104,3.1237,15.9846,-0.3807,19.4361,3.9520
940871,Window Tags,M_Window Tag,,BBoxCenter,,-8.8191,11.5121,9.8425,-8.8191,11.5121,-8.8191,11.5121,-10.1315,10.5279,-7.5068,12.4964
940907,Window Tags,M_Window Tag,,BBoxCenter,,30.0227,-12.9745,9.8425,30.0227,-12.9745,30.0227,-12.9745,28.7104,-13.9588,31.3351,-11.9903
940913,Window Tags,M_Window Tag,,BBoxCenter,,10.8659,-12.9745,9.8425,10.8659,-12.9745,10.8659,-12.9745,9.5536,-13.9588,12.1783,-11.9903
940917,Window Tags,M_Window Tag,,BBoxCenter,,-0.6170,-12.9745,9.8425,-0.6170,-12.9745,-0.6170,-12.9745,-1.9294,-13.9588,0.6953,-11.9903
940919,Window Tags,M_Window Tag,,BBoxCenter,,-8.8191,-12.9745,9.8425,-8.8191,-12.9745,-8.8191,-12.9745,-10.1315,-13.9588,-7.5068,-11.9903
940931,Window Tags,M_Window Tag,,BBoxCenter,,16.2970,11.5121,9.8425,16.2970,11.5121,16.2970,11.5121,14.9847,10.5279,17.6094,12.4964
940933,Window Tags,M_Window Tag,,BBoxCenter,,20.7084,11.5121,9.8425,20.7084,11.5121,20.7084,11.5121,19.3961,10.5279,22.0208,12.4964
940956,Door Tags,M_Door Tag,,BBoxCenter,,-19.4962,6.6082,9.8425,-19.4962,6.6082,-19.4962,6.6082,-21.4647,5.6240,-17.5277,7.5925
940961,Door Tags,M_Door Tag,,BBoxCenter,,3.4840,7.5407,9.8425,3.4840,7.5407,3.4840,7.5407,1.5155,6.5565,5.4525,8.5250
940964,Door Tags,M_Door Tag,,BBoxCenter,,5.3836,4.4567,9.8425,5.3836,4.4567,5.3836,4.4567,3.4151,3.4725,7.3521,5.4410
940969,Door Tags,M_Door Tag,,BBoxCenter,,-4.5212,-6.9840,9.8425,-4.5212,-6.9840,-4.5212,-6.9840,-6.4897,-7.9682,-2.5527,-5.9997
940981,Door Tags,M_Door Tag,,BBoxCenter,,14.1468,5.9585,9.8425,14.1468,5.9585,14.1468,5.9585,12.1783,4.9742,16.1153,6.9427
940988,Door Tags,M_Door Tag,,BBoxCenter,,13.5234,0.4541,9.8425,13.5234,0.4541,13.5234,0.4541,11.5549,-0.5302,15.4919,1.4383
940996,Door Tags,M_Door Tag,,BBoxCenter,,22.9722,-8.8635,9.8425,22.9722,-8.8635,22.9722,-8.8635,21.0037,-9.8477,24.9407,-7.8792
941002,Door Tags,M_Door Tag,,BBoxCenter,,30.8430,4.4567,9.8425,30.8430,4.4567,30.8430,4.4567,28.8744,3.4725,32.8115,5.4410
941009,Door Tags,M_Door Tag,,BBoxCenter,,35.5050,11.1741,0.0000,35.5050,11.1741,35.5050,11.1741,33.5365,10.1899,37.4735,12.1584
941015,Door Tags,M_Door Tag,,BBoxCenter,,35.6395,-12.2930,9.8425,35.6395,-12.2930,35.6395,-12.2930,33.6710,-13.2772,37.6080,-11.3087
941135,Door Tags,M_Door Tag,,BBoxCenter,,20.7084,5.9585,9.8425,20.7084,5.9585,20.7084,5.9585,18.7399,4.9742,22.6769,6.9427

=== TAGS ===
TagId,TaggedElementId,TaggedElementCategory,TagType,Tag_Head_U_ft,Tag_Head_V_ft,BBox_Min_U,BBox_Min_V,BBox_Max_U,BBox_Max_V
940871,,,IndependentTag,-8.8191,11.5121,-10.1315,10.5279,-7.5068,12.4964
940907,,,IndependentTag,30.0227,-12.9745,28.7104,-13.9588,31.3351,-11.9903
940913,,,IndependentTag,10.8659,-12.9745,9.5536,-13.9588,12.1783,-11.9903
940917,,,IndependentTag,-0.6170,-12.9745,-1.9294,-13.9588,0.6953,-11.9903
940919,,,IndependentTag,-8.8191,-12.9745,-10.1315,-13.9588,-7.5068,-11.9903
940931,,,IndependentTag,16.2970,11.5121,14.9847,10.5279,17.6094,12.4964
940933,,,IndependentTag,20.7084,11.5121,19.3961,10.5279,22.0208,12.4964
940956,,,IndependentTag,-19.4962,6.6082,-21.4647,5.6240,-17.5277,7.5925
940961,,,IndependentTag,3.4840,7.5407,1.5155,6.5565,5.4525,8.5250
940964,,,IndependentTag,5.3836,4.4567,3.4151,3.4725,7.3521,5.4410
940969,,,IndependentTag,-4.5212,-6.9840,-6.4897,-7.9682,-2.5527,-5.9997
940981,,,IndependentTag,14.1468,5.9585,12.1783,4.9742,16.1153,6.9427
940988,,,IndependentTag,13.5234,0.4541,11.5549,-0.5302,15.4919,1.4383
940996,,,IndependentTag,22.9722,-8.8635,21.0037,-9.8477,24.9407,-7.8792
941002,,,IndependentTag,30.8430,4.4567,28.8744,3.4725,32.8115,5.4410
941009,,,IndependentTag,35.5050,11.1741,33.5365,10.1899,37.4735,12.1584
941015,,,IndependentTag,35.6395,-12.2930,33.6710,-13.2772,37.6080,-11.3087
941135,,,IndependentTag,20.7084,5.9585,18.7399,4.9742,22.6769,6.9427
