900,2100,962,2121,RoomTag,1.00,
1250,1857,1274,1865,RoomTag,1.00,
2018,1914,2113,1942,RoomTag,1.00,
3158,2109,3162,2019,RoomTag,1.00,
3659,1661,3753,1690,RoomTag,1.00,
3404,3624,3500,3652,RoomTag,1.00,
4531,1647,4626,1674,RoomTag,1.00,
4800,2100,4818,2096,RoomTag,1.00,
4677,2709,4771,2738,RoomTag,1.00,
5700,1650,5796,1678,RoomTag,1.00,
4500,3200,4624,3223,RoomTag,1.00,
6577,2935,6622,2929,RoomTag,1.00,
1250,1230,1290,1246,WindowTag,1.00,
1620,1230,1658,1245,WindowTag,1.00,
1868,1230,1899,1246,WindowTag,1.00,
2086,1230,2010,1243,WindowTag,1.00,
3532,1220,3671,1176,WindowTag,1.00,
3846,1220,3865,1234,WindowTag,1.00,
4470,1220,4509,1235,WindowTag,1.00,
4784,1220,4788,1233,WindowTag,1.00,
5879,1220,5918,1234,WindowTag,1.00,
6192,1220,6230,1235,WindowTag,1.00,
3150,3871,3185,3887,WindowTag,1.00,
3393,3871,3429,3887,WindowTag,1.00,
3637,3871,3673,3887,WindowTag,1.00,
3882,3871,3868,3883,WindowTag,1.00,
4381,3871,4421,3887,WindowTag,1.00,
4524,3871,4558,3887,WindowTag,1.00,
4669,3871,4702,3887,WindowTag,1.00,
3100,1265,3266,1147,DoorTag,1.00,
3238,2167,3281,2231,DoorTag,1.00,
3353,2715,3409,2741,DoorTag,1.00,
3533,2967,3539,3013,DoorTag,1.00,
3737,2794,3859,2840,DoorTag,1.00,
3932,2552,3986,2597,DoorTag,1.00,
3712,2280,3768,2300,DoorTag,1.00,
4169,2561,4226,2596,DoorTag,1.00,
4259,2263,4213,2288,DoorTag,1.00,
4963,2289,4915,2315,DoorTag,1.00,
5250,1300,5392,1366,DoorTag,1.00,
5788,2400,5835,2445,DoorTag,1.00,
5647,2554,5704,2596,DoorTag,1.00,
6490,2792,6545,2742,DoorTag,1.00,
6634,2636,6684,2512,DoorTag,1.00,
778,1722,814,1966,WallTag,1.00,
1261,2150,1301,2132,WallTag,1.00,
1478,2367,1515,2403,WallTag,1.00,
2584,1353,2577,1388,WallTag,1.00,
2781,1437,2822,1474,WallTag,1.00,
3000,2250,3039,2288,WallTag,1.00,
3150,2500,3187,2539,WallTag,1.00,
3389,2675,3427,2673,WallTag,1.00,
3400,1755,3437,1794,WallTag,1.00,
3000,3200,3038,3070,WallTag,1.00,
3520,3977,3554,4029,WallTag,1.00,
4118,3363,4299,3413,WallTag,1.00,
4111,1930,4149,1969,WallTag,1.00,
4685,2368,4725,2406,WallTag,1.00,
5012,2375,4912,2416,WallTag,1.00,
5005,1567,5043,1604,WallTag,1.00,
5005,3408,5043,3448,WallTag,1.00,
5647,2836,5683,2877,WallTag,1.00,
5219,2475,5254,2503,WallTag,1.00,
5867,2513,5930,2502,WallTag,1.00,
6450,1606,6487,1657,WallTag,1.00,
6417,1929,6454,1968,WallTag,1.00,
6593,2663,6628,2637,WallTag,1.00,
6715,2683,6699,2718,WallTag,1.00,
6376,3361,6473,3307,WallTag,1.00,
7293,2733,7294,2719,WallTag,1.00,
